id_vehiculo;codigbus;matricul;fechamat;matriculacion_planner;edad;numempre;nomempre;bastidor;capacidad;paxdepie;paxsentados;paxpmr;plat_pmr;WC;autoport;marca;modelo;carrocero;categoria;clase;longitud;numcv;tara;cilindrada;potencia;nvl_emisiones;escolar;tipo;subtipo;uso;tall_kilom;tal_feckm;totkilom;activo;dns_vehiculo;dispositivo;combustible
665;20077;6424JWF;2017-01-17;2017-01-17;5;93;Ambulancias Edetanas;WF0XXXTTGXGK00699;9;0;9;0;;;;FORD;TRANSIT;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A2;BASIC_FLEET;;2022-03-02 00:00:00;289026;1;ambulancias;;
666;20078;1919JWK;2017-01-26;2017-01-26;5;93;Ambulancias Edetanas;WF0XXXTTGXGL49795;9;0;9;0;;;;FORD;TRANSIT;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A2;BASIC_FLEET;;2022-05-20 00:00:00;293056;1;ambulancias;;
667;20079;1921JWK;2017-01-26;2017-01-26;5;93;Ambulancias Edetanas;WF0XXXTTGXGK05997;9;0;9;0;;;;FORD;TRANSIT;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A2;BASIC_FLEET;;2022-04-08 00:00:00;253230;1;ambulancias;;
668;20080;1094KGW;2018-01-18;2018-01-18;4;93;Ambulancias Edetanas;WF0XXXTTGXGL47914;9;0;9;0;;;;FORD;TRANSIT;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A2;BASIC_FLEET;;2022-05-19 00:00:00;203585;1;ambulancias;;
669;20081;1095KGW;2018-01-18;2018-01-18;4;93;Ambulancias Edetanas;WF0XXXTTGXGL49794;9;0;9;0;;;;FORD;TRANSIT;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A2;BASIC_FLEET;;2022-03-29 00:00:00;236205;1;ambulancias;;
670;20084;5432HDG;2011-05-12;2011-05-12;10;93;Ambulancias Edetanas;WDB9066331S548274;6;0;0;0;;;;MERCEDES BENZ;SPRINTER;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A1;;306682;2019-11-27 00:00:00;0;1;ambulancias;;
671;20087;0112JYK;2017-04-20;2017-04-20;5;93;Ambulancias Edetanas;WDB9066331P305795;6;0;0;0;;;;MERCEDES BENZ;SPRINTER;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO C;SAMU;BASIC_FLEET;;2022-05-25 00:00:00;154193;1;ambulancias;;
672;20088;5882KJY;2018-04-10;2018-04-10;4;93;Ambulancias Edetanas;WF0XXXTTGXGK05998;9;0;0;0;;;;FORD;TRANSIT;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A2;BASIC_FLEET;;2022-05-11 00:00:00;178070;1;ambulancias;;
673;20089;5891KJY;2018-04-10;2018-04-10;4;93;Ambulancias Edetanas;WF0XXXTTGXGL47858;9;0;9;0;;;;FORD;TRANSIT;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A2;BASIC_FLEET;;2022-04-01 00:00:00;165711;1;ambulancias;;
674;20090;5894KJY;2018-04-10;2018-04-10;4;93;Ambulancias Edetanas;WF0XXXTTGXGL47909;9;0;9;0;;;;FORD;TRANSIT;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A2;BASIC_FLEET;;2022-05-02 00:00:00;189969;1;ambulancias;;
675;20091;5895KJY;2018-04-10;2018-04-10;4;93;Ambulancias Edetanas;WF0XXXTTGXGL47910;9;0;9;0;;;;FORD;TRANSIT;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A2;BASIC_FLEET;;2022-03-29 00:00:00;169261;1;ambulancias;;
676;20092;1569KKB;2018-04-11;2018-04-11;4;93;Ambulancias Edetanas;WF0XXXTTGXGY87170;9;0;5;1;;;;FORD;TRANSIT;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A2;BASIC_FLEET;;2022-04-06 00:00:00;209882;1;ambulancias;;
677;20093;5735KKY;2018-05-17;2018-05-17;4;93;Ambulancias Edetanas;WF0XXXTTGXHM03850;9;;5;1;;;;FORD;TRANSIT;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A2;BASIC_FLEET;;2022-05-25 00:00:00;240214;1;ambulancias;;
678;20094;5736KKY;2018-05-17;2018-05-17;4;93;Ambulancias Edetanas;WF0VXXTTGVHP35069;9;;5;1;;;;FORD;TRANSIT;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A2;BASIC_FLEET;;2022-05-13 00:00:00;274970;1;ambulancias;;
679;20095;0425KLC;2018-05-23;2018-05-23;4;93;Ambulancias Edetanas;WF0VXXTTGVHP35072;9;;5;1;;;;FORD;TRANSIT;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A2;BASIC_FLEET;;2022-05-10 00:00:00;362260;1;ambulancias;;
680;20096;0426KLC;2018-05-23;2018-05-23;4;93;Ambulancias Edetanas;WF0VXXTTGVHP35071;9;;5;1;;;;FORD;TRANSIT;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A2;BASIC_FLEET;;2022-05-09 00:00:00;409617;1;ambulancias;;
681;20097;0427KLC;2018-05-23;2018-05-23;4;93;Ambulancias Edetanas;WF0XXXTTGXHN03849;9;;5;1;;;;FORD;TRANSIT;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A2;BASIC_FLEET;;2022-05-26 00:00:00;329210;1;ambulancias;;
682;20098;0428KLC;2018-05-23;2018-05-23;4;93;Ambulancias Edetanas;WF0XXXTTGXHM03859;9;;5;1;;;;FORD;TRANSIT;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A2;BASIC_FLEET;;2022-05-04 00:00:00;349059;1;ambulancias;;
683;20099;2937KLM;2018-06-12;2018-06-12;4;93;Ambulancias Edetanas;WF0XXXTTGXHM26821;9;;5;1;;;;FORD;TRANSIT;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A1;BASIC_FLEET;;2022-04-28 00:00:00;18851;1;ambulancias;;
684;20100;2950KLM;2018-06-12;2018-06-12;4;93;Ambulancias Edetanas;WF0XXXTTGXHM26822;9;;5;1;;;;FORD;TRANSIT;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A1;BASIC_FLEET;;2022-03-09 00:00:00;45320;1;ambulancias;;
685;20101;2956KLM;2018-06-12;2018-06-12;4;93;Ambulancias Edetanas;WF0XXXTTGXHM26818;9;;5;1;;;;FORD;TRANSIT;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A1;BASIC_FLEET;;2022-05-25 00:00:00;101438;1;ambulancias;;
686;20102;2966KLM;2018-06-12;2018-06-12;4;93;Ambulancias Edetanas;WF0XXXTTGXHM26819;9;;5;1;;;;FORD;TRANSIT;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A1;BASIC_FLEET;;2021-12-02 00:00:00;103762;1;ambulancias;;
687;20103;6178KLM;2018-06-12;2018-06-12;4;93;Ambulancias Edetanas;WF0XXXTTGXHM26820;9;;5;1;;;;FORD;TRANSIT;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A1;BASIC_FLEET;;2022-05-16 00:00:00;104911;1;ambulancias;;
688;20104;6821KMB;2018-06-21;2018-06-21;4;93;Ambulancias Edetanas;WDB9066331P584123;6;;6;0;;;;MERCEDES BENZ;SPRINTER;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO B;SVB;BASIC_FLEET;;2022-05-24 00:00:00;309327;1;ambulancias;;
689;20105;6824KMB;2018-06-21;2018-06-21;4;93;Ambulancias Edetanas;WDB9066331P584124;6;;6;0;;;;MERCEDES BENZ;SPRINTER;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO B;SVB;BASIC_FLEET;;2022-05-05 00:00:00;177064;1;ambulancias;;
690;20106;6845KMB;2018-06-21;2018-06-21;4;93;Ambulancias Edetanas;WDB9066331P584125;6;;6;0;;;;MERCEDES BENZ;SPRINTER;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO B;SVB;BASIC_FLEET;;2022-05-25 00:00:00;220373;1;ambulancias;;
691;20107;1197KMC;2018-06-22;2018-06-22;4;93;Ambulancias Edetanas;WDB9066331P582589;6;;6;0;;;;MERCEDES BENZ;SPRINTER;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO B;SVB;BASIC_FLEET;;2022-05-24 00:00:00;236830;1;ambulancias;;
692;20108;1198KMC;2018-06-22;2018-06-22;4;93;Ambulancias Edetanas;WDB9066331P582733;6;;6;0;;;;MERCEDES BENZ;SPRINTER;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO B;SVB;BASIC_FLEET;;2022-04-12 00:00:00;288338;1;ambulancias;;
693;20109;1199KMC;2018-06-22;2018-06-22;4;93;Ambulancias Edetanas;WDB9066331P582292;6;;6;0;;;;MERCEDES BENZ;SPRINTER;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO B;SVB;BASIC_FLEET;;2022-04-19 00:00:00;223058;1;ambulancias;;
694;20110;1200KMC;2018-06-22;2018-06-22;4;93;Ambulancias Edetanas;WDB9066331P582734;6;;6;0;;;;MERCEDES BENZ;SPRINTER;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO B;SVB;BASIC_FLEET;;2022-04-26 00:00:00;230656;1;ambulancias;;
695;20111;1201KMC;2018-06-22;2018-06-22;4;93;Ambulancias Edetanas;WDB9066331P582732;6;;6;0;;;;MERCEDES BENZ;SPRINTER;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO B;SVB;BASIC_FLEET;;2022-04-26 00:00:00;377214;1;ambulancias;;
696;20112;0641KMX;2018-07-18;2018-07-18;4;93;Ambulancias Edetanas;WF0XXXTTGXJS43878;6;;2;1;;;;FORD;TRANSIT;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A2;BASIC_FLEET;;2022-05-24 00:00:00;289203;1;ambulancias;;
697;20113;0648KMX;2018-07-18;2018-07-18;4;93;Ambulancias Edetanas;WF0XXXTTGXJS43873;9;;5;1;;;;FORD;TRANSIT;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A2;BASIC_FLEET;51000;2020-01-15 00:00:00;109124;1;ambulancias;;
698;20114;0655KMX;2018-07-18;2018-07-18;4;93;Ambulancias Edetanas;WF0XXXTTGXHJ38468;9;;5;1;;;;FORD;TRANSIT;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A2;BASIC_FLEET;;2022-05-23 00:00:00;349220;1;ambulancias;;
699;20115;0675KMX;2018-07-18;2018-07-18;4;93;Ambulancias Edetanas;WDB9066331P608660;6;;6;0;;;;MERCEDES BENZ;SPRINTER;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO C;SAMU;BASIC_FLEET;;2022-04-21 00:00:00;204234;1;ambulancias;;
700;20116;0676KMX;2018-07-18;2018-07-18;4;93;Ambulancias Edetanas;WF0XXXTTGXJS43868;6;;2;1;;;;FORD;TRANSIT;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A2;BASIC_FLEET;;2022-05-24 00:00:00;303010;1;ambulancias;;
701;20117;0677KMX;2018-07-18;2018-07-18;4;93;Ambulancias Edetanas;WF0XXXTTGXJS43875;9;;5;1;;;;FORD;TRANSIT;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A2;BASIC_FLEET;;2022-04-26 00:00:00;243260;1;ambulancias;;
702;20118;4547KNB;2018-07-24;2018-07-24;4;93;Ambulancias Edetanas;WF0XXXTTGXJT70398;9;;9;0;;;;FORD;TRANSIT;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A2;ADDITIONAL_VEHICLE;;2022-05-11 00:00:00;316923;1;ambulancias;;
703;20119;4548KNB;2018-07-24;2018-07-24;4;93;Ambulancias Edetanas;WF0XXXTTGXJS32478;6;;2;1;;;;FORD;TRANSIT;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A1;BASIC_FLEET;;2022-05-09 00:00:00;139223;1;ambulancias;;
704;20120;4550KNB;2018-07-24;2018-07-24;4;93;Ambulancias Edetanas;WF0XXXTTGXJS32483;6;;2;1;;;;FORD;TRANSIT;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A1;BASIC_FLEET;;2022-03-04 00:00:00;182103;1;ambulancias;;
705;20121;4552KNB;2018-07-24;2018-07-24;4;93;Ambulancias Edetanas;WF0XXXTTGXJT70408;9;;9;0;;;;FORD;TRANSIT;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A2;ADDITIONAL_VEHICLE;;2022-05-25 00:00:00;192967;1;ambulancias;;
706;20122;4555KNB;2018-07-24;2018-07-24;4;93;Ambulancias Edetanas;WF0XXXTTGXJT04862;9;;9;0;;;;FORD;TRANSIT;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A2;BASIC_FLEET;;2022-05-19 00:00:00;96169;1;ambulancias;;
707;20123;4557KNB;2018-07-24;2018-07-24;4;93;Ambulancias Edetanas;WF0XXXTTGXJS33582;9;;9;0;;;;FORD;TRANSIT;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A2;BASIC_FLEET;;2022-05-18 00:00:00;195213;1;ambulancias;;
708;20124;4558KNB;2018-07-24;2018-07-24;4;93;Ambulancias Edetanas;WF0XXXTTGXJS32480;9;;5;1;;;;FORD;TRANSIT;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A1;BASIC_FLEET;;2022-04-05 00:00:00;198598;1;ambulancias;;
709;20125;4559KNB;2018-07-24;2018-07-24;4;93;Ambulancias Edetanas;WF0XXXTTGXJT04864;9;;9;0;;;;FORD;TRANSIT;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A2;ADDITIONAL_VEHICLE;;2022-05-17 00:00:00;416119;1;ambulancias;;
710;20126;4708KNB;2018-07-24;2018-07-24;4;93;Ambulancias Edetanas;WF0XXXTTGXJS32477;9;;9;0;;;;FORD;TRANSIT;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A2;BASIC_FLEET;;2022-05-18 00:00:00;220940;1;ambulancias;;
711;20127;4740KNB;2018-07-24;2018-07-24;4;93;Ambulancias Edetanas;WF0XXXTTGXJS32476;9;;5;1;;;;FORD;TRANSIT;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A1;BASIC_FLEET;;2022-05-19 00:00:00;162239;1;ambulancias;;
712;20128;1219HPX;2013-04-29;2013-04-29;9;93;Ambulancias Edetanas;WF0XXXTTFXCK73966;6;;6;0;;;;FORD;TRANSIT;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO B;SVB;BASIC_FLEET;;2022-05-09 00:00:00;209059;1;ambulancias;;
713;20129;1269HPX;2013-04-29;2013-04-29;9;93;Ambulancias Edetanas;WF0XXXTTFXCK74011;6;;6;0;;;;FORD;TRANSIT;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO B;SVB;BASIC_FLEET;;2022-05-19 00:00:00;356944;1;ambulancias;;
714;20130;3925KNJ;2018-07-31;2018-07-31;4;93;Ambulancias Edetanas;WF0VXXTTGVHP35070;9;;5;1;;;;FORD;FORD TRANS V363 (L3 H2);INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A2;BASIC_FLEET;;2022-05-23 00:00:00;365579;1;ambulancias;;
715;20131;3178KNN;2018-08-08;2018-08-08;4;93;Ambulancias Edetanas;WF0VXXTTGVHP35068;9;;5;1;;;;FORD;FORD TRANS V363 (L3 H2);INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A2;BASIC_FLEET;;2022-05-25 00:00:00;342957;1;ambulancias;;
716;20132;9499KNN;2018-08-09;2018-08-09;4;93;Ambulancias Edetanas;WF0XXXTTGXJT05495;6;;6;0;;;;FORD;FORD TRANS V363 (L3 H2);INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO B;SVB;BASIC_FLEET;;2022-05-24 00:00:00;182444;1;ambulancias;;
717;20133;9541KNN;2018-08-09;2018-08-09;4;93;Ambulancias Edetanas;WF0XXXTTGXJY14056;9;;5;1;;;;FORD;FORD TRANS V363 (L3 H2);INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A2;BASIC_FLEET;;2022-05-12 00:00:00;158699;1;ambulancias;;
718;20134;9545KNN;2018-08-09;2018-08-09;4;93;Ambulancias Edetanas;WF0XXXTTGXJY11014;9;;5;1;;;;FORD;FORD TRANS V363 (L3 H2);INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A2;BASIC_FLEET;;2022-05-23 00:00:00;159997;1;ambulancias;;
719;20135;9546KNN;2018-08-09;2018-08-09;4;93;Ambulancias Edetanas;WF0XXXTTGXHJ64538;9;;5;1;;;;FORD;FORD TRANS V363 (L3 H2);INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A2;BASIC_FLEET;;2022-05-24 00:00:00;89655;1;ambulancias;;
720;20136;9587KNN;2018-08-09;2018-08-09;4;93;Ambulancias Edetanas;WF0XXXTTGXJT05496;6;;6;0;;;;FORD;FORD TRANS V363 (L3 H2);INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO B;SVB;BASIC_FLEET;;2022-05-12 00:00:00;153236;1;ambulancias;;
721;20137;2172KNS;2018-08-16;2018-08-16;4;93;Ambulancias Edetanas;WF0XXXTTGXJJ05494;6;;6;0;;;;FORD;FORD TRANS V363 (L3 H2);INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO B;SVB;BASIC_FLEET;;2022-04-05 00:00:00;250755;1;ambulancias;;
722;20138;2174KNS;2018-08-16;2018-08-16;4;93;Ambulancias Edetanas;WF0XXXTTGXJJ05492;6;;6;0;;;;FORD;FORD TRANS V363 (L3 H2);INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO B;SVB;BASIC_FLEET;;2022-04-27 00:00:00;238269;1;ambulancias;;
723;20139;2175KNS;2018-08-16;2018-08-16;4;93;Ambulancias Edetanas;WF0XXXTTGXJJ05493;6;;6;0;;;;FORD;FORD TRANS V363 (L3 H2);INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO B;SVB;BASIC_FLEET;;2022-05-12 00:00:00;217880;1;ambulancias;;
724;20140;2177KNS;2018-08-16;2018-08-16;4;93;Ambulancias Edetanas;WF0XXXTTGXJJ05490;6;;6;0;;;;FORD;FORD TRANS V363 (L3 H2);INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO B;SVB;BASIC_FLEET;;2022-05-25 00:00:00;240611;1;ambulancias;;
725;20141;2266JXL;2018-10-23;2017-03-14;5;93;Ambulancias Edetanas;WDB9066331P238468;6;0;0;0;;;;MERCEDES BENZ;SPRINTER;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO C;SAMU;;;2021-12-20 00:00:00;93199;1;ambulancias;;
726;20142;6690KSC;2018-12-07;2018-12-07;4;93;Ambulancias Edetanas;WDBB9076331P006544;5;;5;0;;;;MERCEDES BENZ;SPRINTER;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO B;SVB;BASIC_FLEET;;2022-05-11 00:00:00;116963;1;ambulancias;;
727;20143;1188KSK;2018-12-20;2018-12-20;4;93;Ambulancias Edetanas;WF0XXXTTGXJS43864;9;;5;1;;;;FORD;WERKE GMBH;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A2;RESERVATION_FLEET;;2022-05-17 00:00:00;114929;1;ambulancias;;
728;20144;1189KSK;2018-12-20;2018-12-20;4;93;Ambulancias Edetanas;WF0XXXTTGXJS43865;9;;5;1;;;;FORD;WERKE GMBH;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A2;RESERVATION_FLEET;;2022-01-28 00:00:00;102899;1;ambulancias;;
729;20145;2082JWM;2019-02-08;2017-01-31;5;93;Ambulancias Edetanas;WF0XXXTTGXER09032;6;;6;0;;;;FORD;WERKE GMBH;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO B;SVB;RESERVATION_FLEET;;2022-05-04 00:00:00;132933;1;ambulancias;;
730;30099;9058DLW;2005-06-22;2005-06-22;17;92;Ambulancias Autónomas;WF0LXXTTFLS19881;0;0;0;0;;;;FORD;TRANSIT;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A1;;145000;2018-10-10 00:00:00;0;1;ambulancias;;
731;30157;8420GZZ;2010-12-22;2010-12-22;11;92;Ambulancias Autónomas;WDB9066331S443149;6;0;0;0;;;;MERCEDES BENZ;SPRINTER;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO C;SAMU;RESERVATION_FLEET;116354;2019-08-13 00:00:00;3843;1;ambulancias;;
732;30160;9599HCK;2011-03-24;2011-03-24;10;92;Ambulancias Autónomas;WF0ZXXTTFZAJ34588;8;0;4;1;;;;FORD;TRANSIT;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A2;BASIC_FLEET;415260;2019-10-29 00:00:00;426553;1;ambulancias;;
733;30162;9276HGG;2011-09-20;2011-09-20;10;92;Ambulancias Autónomas;WDB9066331S568068;6;0;0;0;;;;MERCEDES BENZ;SPRINTER;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO B;SVB;;382089;2019-11-22 00:00:00;0;1;ambulancias;;
734;30163;9282HGG;2011-09-20;2011-09-20;11;92;Ambulancias Autónomas;WDB9066331S568067;6;0;0;0;;;;MERCEDES BENZ;SPRINTER;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO B;SVB;;491000;2020-03-13 00:00:00;0;1;ambulancias;;
735;30164;8778HGH;2011-09-23;2011-09-23;10;92;Ambulancias Autónomas;WDB9066331S568633;6;0;0;0;;;;MERCEDES BENZ;SPRINTER;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO B;SVB;;231000;2019-11-22 00:00:00;0;1;ambulancias;;
736;30166;4198HJN;2012-03-02;2012-03-02;10;92;Ambulancias Autónomas;WDB9066331S625848;6;0;0;0;;;;MERCEDES BENZ;SPRINTER;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO B;SVB;;;2020-10-26 00:00:00;0;1;ambulancias;;
737;30167;4202HJN;2012-03-02;2012-03-02;10;92;Ambulancias Autónomas;WDB9066331S627366;6;0;0;0;;;;MERCEDES BENZ;SPRINTER;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO B;SVB;;413000;2019-11-22 00:00:00;0;1;ambulancias;;
738;30168;5544HKG;2012-04-20;2012-04-20;10;92;Ambulancias Autónomas;WDB9066331S652549;9;0;0;0;;;;MERCEDES BENZ;SPRINTER;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A2;;;2021-12-13 00:00:00;0;1;ambulancias;;
739;30173;8034HLC;2012-06-15;2012-06-15;10;92;Ambulancias Autónomas;WDB9066331S652051;6;0;0;0;;;;MERCEDES BENZ;SPRINTER;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO B;SVB;;;2021-12-07 00:00:00;0;1;ambulancias;;
740;30174;5113HLM;2012-07-10;2012-07-10;10;92;Ambulancias Autónomas;WDB9066331S652052;6;0;0;0;;;;MERCEDES BENZ;SPRINTER;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO B;SVB;;;2022-05-25 00:00:00;429200;1;ambulancias;;
741;30175;8929HLM;2012-07-11;2012-07-11;10;92;Ambulancias Autónomas;WDB9066331S654183;7;0;0;0;;;;MERCEDES BENZ;SPRINTER;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO C;SAMU;BASIC_FLEET;;2021-08-09 00:00:00;329187;1;ambulancias;;
742;30176;7906HMG;2012-09-14;2012-09-14;10;92;Ambulancias Autónomas;WDB9066331S652049;6;0;0;0;;;;MERCEDES BENZ;SPRINTER;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO B;SVB;;;2022-04-27 00:00:00;0;1;ambulancias;;
743;30177;2738HND;2012-12-10;2012-12-10;10;92;Ambulancias Autónomas;WDB9061321N512859;6;0;0;0;;;;MERCEDES BENZ;SPRINTER;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO C;SAMU;BASIC_FLEET;;2022-03-31 00:00:00;270447;1;ambulancias;;
744;30178;4741HNH;2012-12-26;2012-12-26;10;92;Ambulancias Autónomas;WF0ZXXTTFZCE26446;8;0;4;1;;;;FORD;TRANSIT;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A2;BASIC_FLEET;;2022-02-23 00:00:00;497176;1;ambulancias;;
745;30179;4745HNH;2012-12-26;2012-12-26;10;92;Ambulancias Autónomas;WF0ZXXTTFZCE26426;9;0;0;0;;;;FORD;TRANSIT;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A2;BASIC_FLEET;;2022-04-06 00:00:00;589841;1;ambulancias;;
746;30180;4506HRD;2013-05-17;2013-05-17;9;92;Ambulancias Autónomas;WDB9061321N524254;6;0;0;0;;;;MERCEDES BENZ;SPRINTER;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO C;SAMU;BASIC_FLEET;;2021-12-20 00:00:00;89673;1;ambulancias;;
747;30181;1156HSR;2013-08-29;2013-08-29;9;92;Ambulancias Autónomas;WF0ZXXTTFZDU77319;9;0;0;0;;;;FORD;TRANSIT;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A2;BASIC_FLEET;;2022-02-09 00:00:00;522772;1;ambulancias;;
748;30182;1160HSR;2013-08-29;2013-08-29;9;92;Ambulancias Autónomas;WF0ZXXTTFZDU83464;9;0;0;0;;;;FORD;TRANSIT;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A2;BASIC_FLEET;;2022-03-28 00:00:00;546706;1;ambulancias;;
749;30183;1164HSR;2013-08-29;2013-08-29;9;92;Ambulancias Autónomas;WF0ZXXTTFZDM21198;9;0;0;0;;;;FORD;TRANSIT;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A2;BASIC_FLEET;;2022-05-12 00:00:00;415931;1;ambulancias;;
750;30184;1166HSR;2013-08-29;2013-08-29;9;92;Ambulancias Autónomas;WF0ZXXTTFZDU77324;9;0;0;0;;;;FORD;TRANSIT;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A2;BASIC_FLEET;;2022-03-25 00:00:00;353090;1;ambulancias;;
751;30185;1170HSR;2013-08-29;2013-08-29;9;92;Ambulancias Autónomas;WF0ZXXTTFZDM21101;9;0;0;0;;;;FORD;TRANSIT;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A2;BASIC_FLEET;;2022-03-30 00:00:00;535704;1;ambulancias;;
752;30186;3163HTH;2013-10-25;2013-10-25;9;92;Ambulancias Autónomas;WF0ZXXTTFZDR79011;9;0;0;0;;;;FORD;TRANSIT;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A2;BASIC_FLEET;;2022-04-11 00:00:00;466606;1;ambulancias;;
753;30187;3169HTH;2013-10-25;2013-10-25;9;92;Ambulancias Autónomas;WF0ZXXTTFZDR78974;9;0;0;0;;;;FORD;TRANSIT;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A2;BASIC_FLEET;;2022-03-28 00:00:00;396905;1;ambulancias;;
754;30188;3171HTH;2013-10-25;2013-10-25;9;92;Ambulancias Autónomas;WF0ZXXTTFZDR79020;9;0;0;0;;;;FORD;TRANSIT;INDUSAUTO;;;;;;;;;;AMBULANCIA TIPO A;TNA A2;ADDITIONAL_VEHICLE;;2022-05-16 00:00:00;390287;1;ambulancias;;
